reporting_unit,municipality,contest,candidate,votes,county,ctv
VILLAGE OF MONTFORT WARD 1,MONTFORT,SENATOR,PHIL ANDERSON,3,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,SENATOR,THOMAS LEAGER,1,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,SENATOR,SENATOR SCATTERING,0,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,CONGRESS,REBECCA COOKE,147,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,CONGRESS,DERRICK VAN ORDEN,152,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,CONGRESS,CONGRESS SCATTERING,0,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 49,SCOTT A. WALKER,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 49,TRAVIS TRANEL,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 49,DIST 49 SCATTERING,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 51,ELIZABETH GRABE,121,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 51,TODD NOVAK,181,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DIST 51,DIST 51 SCATTERING,0,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DA,RYAN KIELER,246,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,DA,DA SCATTERING,3,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,COUNTY CLERK,TONYA WHITE,248,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,COUNTY CLERK,COUNTY CLERK SCATTERING,2,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,COUNTY TREASURER,CARRIE EASTLICK,249,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,COUNTY TREASURER,COUNTY TREASURER SCATTERING,2,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,REGISTER OF DEEDS,ANDREA L. NOETHE,246,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,2,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,ELIGIBILITY TO VOTE,YES,228,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,ELIGIBILITY TO VOTE,NO,74,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,201,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,100,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF MONTFORT WARD 1,MONTFORT,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,V
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,KAMALA D. HARRIS TIM WALZ,873,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,DONALD J. TRUMP JD VANCE,1269,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,3,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,JILL STEIN RUDOLPH WARE,4,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",12,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,PETER SONSKI,0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PRESIDENT,PRESIDENTSCATTERING,3,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,TAMMY BALDWIN,874,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,ERIC HOVDE,1218,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,PHIL ANDERSON,22,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,THOMAS LEAGER,25,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,SENATOR,SENATOR SCATTERING,1,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,CONGRESS,REBECCA COOKE,888,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,CONGRESS,DERRICK VAN ORDEN,1218,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,CONGRESS,CONGRESS SCATTERING,1,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 49,SCOTT A. WALKER,720,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 49,TRAVIS TRANEL,1406,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 49,DIST 49 SCATTERING,3,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 51,ELIZABETH GRABE,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 51,TODD NOVAK,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DIST 51,DIST 51 SCATTERING,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DA,RYAN KIELER,1736,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,DA,DA SCATTERING,25,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,COUNTY CLERK,TONYA WHITE,1759,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,COUNTY CLERK,COUNTY CLERK SCATTERING,18,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,COUNTY TREASURER,CARRIE EASTLICK,1766,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,COUNTY TREASURER,COUNTY TREASURER SCATTERING,16,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,REGISTER OF DEEDS,ANDREA L. NOETHE,1786,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,12,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,ELIGIBILITY TO VOTE,YES,1460,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,ELIGIBILITY TO VOTE,NO,470,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,C
CITY OF LANCASTER WARDS 1-6,LANCASTER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,C
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,KAMALA D. HARRIS TIM WALZ,91,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,DONALD J. TRUMP JD VANCE,253,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,TAMMY BALDWIN,90,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,ERIC HOVDE,250,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,PHIL ANDERSON,2,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,THOMAS LEAGER,2,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,CONGRESS,REBECCA COOKE,98,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,CONGRESS,DERRICK VAN ORDEN,239,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 49,SCOTT A. WALKER,74,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 49,TRAVIS TRANEL,265,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DA,RYAN KIELER,297,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,DA,DA SCATTERING,1,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,COUNTY CLERK,TONYA WHITE,301,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,COUNTY TREASURER,CARRIE EASTLICK,308,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,COUNTY TREASURER,COUNTY TREASURER SCATTERING,1,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,REGISTER OF DEEDS,ANDREA L. NOETHE,298,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,1,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,ELIGIBILITY TO VOTE,YES,275,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,ELIGIBILITY TO VOTE,NO,61,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,52,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,122,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF ELLENBORO WARD 1,ELLENBORO,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,KAMALA D. HARRIS TIM WALZ,36,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,DONALD J. TRUMP JD VANCE,60,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,JILL STEIN RUDOLPH WARE,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,PETER SONSKI,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PRESIDENT,PRESIDENTSCATTERING,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,TAMMY BALDWIN,39,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,ERIC HOVDE,55,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,PHIL ANDERSON,3,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,THOMAS LEAGER,4,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,SENATOR,SENATOR SCATTERING,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,CONGRESS,REBECCA COOKE,39,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,CONGRESS,DERRICK VAN ORDEN,61,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,CONGRESS,CONGRESS SCATTERING,0,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 49,SCOTT A. WALKER,29,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 49,TRAVIS TRANEL,70,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 49,DIST 49 SCATTERING,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 51,ELIZABETH GRABE,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 51,TODD NOVAK,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DIST 51,DIST 51 SCATTERING,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DA,RYAN KIELER,81,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,DA,DA SCATTERING,3,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,COUNTY CLERK,TONYA WHITE,85,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,COUNTY CLERK,COUNTY CLERK SCATTERING,2,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,COUNTY TREASURER,CARRIE EASTLICK,88,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,COUNTY TREASURER,COUNTY TREASURER SCATTERING,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,REGISTER OF DEEDS,ANDREA L. NOETHE,86,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,1,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,ELIGIBILITY TO VOTE,YES,84,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,ELIGIBILITY TO VOTE,NO,13,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,62,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,36,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF MOUNT HOPE WARD 1,MOUNT HOPE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,V
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,KAMALA D. HARRIS TIM WALZ,215,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,DONALD J. TRUMP JD VANCE,160,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,TAMMY BALDWIN,199,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,ERIC HOVDE,169,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,PHIL ANDERSON,1,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,THOMAS LEAGER,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,CONGRESS,REBECCA COOKE,193,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,CONGRESS,DERRICK VAN ORDEN,172,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 49,SCOTT A. WALKER,162,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 49,TRAVIS TRANEL,208,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DA,RYAN KIELER,287,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,DA,DA SCATTERING,3,GRANT,T
TOWN OF PLATTEVILLE WARD 1,PLATTEVILLE,COUNTY CLERK,TONYA WHITE,286,GRANT,T
