ctv,reporting_unit,contest,candidate,votes,county,municipality
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,160,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,225,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,2,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,148,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,235,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,MADGE
T,MADGE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,154,WASHBURN,MADGE
T,MADGE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,228,WASHBURN,MADGE
T,MADGE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,MADGE
T,MADGE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,290,WASHBURN,MADGE
T,MADGE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,2,WASHBURN,MADGE
T,MADGE,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,308,WASHBURN,MADGE
T,MADGE,COUNTY_CLERK_ATTORNEY,SCATTERING,3,WASHBURN,MADGE
T,MADGE,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,312,WASHBURN,MADGE
T,MADGE,COUNTY_TREASURER_ATTORNEY,SCATTERING,3,WASHBURN,MADGE
T,MADGE,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,301,WASHBURN,MADGE
T,MADGE,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,MADGE
T,MADGE,STATE_REFERENDUM QUESTION_DEEDS,YES,297,WASHBURN,MADGE
T,MADGE,STATE_REFERENDUM QUESTION_DEEDS,NO,94,WASHBURN,MADGE
T,MADGE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,MADGE
T,MADGE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,MADGE
T,MADGE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,MADGE
T,MADGE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,MADGE
T,MADGE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,5,WASHBURN,MADGE
T,MADGE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,6,WASHBURN,MADGE
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,291,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,458,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,3,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,285,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,455,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,5,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,5,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,269,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,472,WASHBURN,MINONG
T,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,MINONG
T,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,268,WASHBURN,MINONG
T,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,463,WASHBURN,MINONG
T,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,MINONG
T,MINONG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,546,WASHBURN,MINONG
T,MINONG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,4,WASHBURN,MINONG
T,MINONG,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,614,WASHBURN,MINONG
T,MINONG,COUNTY_CLERK_ATTORNEY,SCATTERING,5,WASHBURN,MINONG
T,MINONG,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,610,WASHBURN,MINONG
T,MINONG,COUNTY_TREASURER_ATTORNEY,SCATTERING,4,WASHBURN,MINONG
T,MINONG,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,610,WASHBURN,MINONG
T,MINONG,COUNTY_REGISTER OF_DEEDS,SCATTERING,4,WASHBURN,MINONG
T,MINONG,STATE_REFERENDUM QUESTION_DEEDS,YES,546,WASHBURN,MINONG
T,MINONG,STATE_REFERENDUM QUESTION_DEEDS,NO,163,WASHBURN,MINONG
T,MINONG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,MINONG
T,MINONG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,MINONG
T,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,367,WASHBURN,MINONG
T,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,346,WASHBURN,MINONG
T,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,MINONG
T,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,MINONG
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,81,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,199,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,2,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,89,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,187,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,3,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,77,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,203,WASHBURN,SARONA
T,SARONA,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,SARONA
T,SARONA,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,80,WASHBURN,SARONA
T,SARONA,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,199,WASHBURN,SARONA
T,SARONA,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,SARONA
T,SARONA,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,226,WASHBURN,SARONA
T,SARONA,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,SARONA
T,SARONA,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,242,WASHBURN,SARONA
T,SARONA,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,SARONA
T,SARONA,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,246,WASHBURN,SARONA
T,SARONA,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,SARONA
T,SARONA,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,241,WASHBURN,SARONA
T,SARONA,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,SARONA
T,SARONA,STATE_REFERENDUM QUESTION_DEEDS,YES,233,WASHBURN,SARONA
T,SARONA,STATE_REFERENDUM QUESTION_DEEDS,NO,44,WASHBURN,SARONA
T,SARONA,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SARONA
T,SARONA,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SARONA
T,SARONA,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SARONA
T,SARONA,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SARONA
T,SARONA,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,53,WASHBURN,SARONA
T,SARONA,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,86,WASHBURN,SARONA
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,185,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,353,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,2,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,2,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,183,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,344,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,11,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,3,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,176,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,362,WASHBURN,SPOONER
T,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,186,WASHBURN,SPOONER
T,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,346,WASHBURN,SPOONER
T,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,417,WASHBURN,SPOONER
T,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,459,WASHBURN,SPOONER
T,SPOONER,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,458,WASHBURN,SPOONER
T,SPOONER,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,459,WASHBURN,SPOONER
T,SPOONER,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,SPOONER
T,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,YES,405,WASHBURN,SPOONER
T,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,NO,125,WASHBURN,SPOONER
T,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SPOONER
T,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SPOONER
T,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SPOONER
T,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SPOONER
T,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,SPOONER
T,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,SPOONER
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,90,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,212,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,3,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,2,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,91,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,199,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,7,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,6,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,83,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,214,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,89,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,206,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,234,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,2,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,262,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_CLERK_ATTORNEY,SCATTERING,3,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,264,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_TREASURER_ATTORNEY,SCATTERING,3,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,262,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,COUNTY_REGISTER OF_DEEDS,SCATTERING,3,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,STATE_REFERENDUM QUESTION_DEEDS,YES,236,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,STATE_REFERENDUM QUESTION_DEEDS,NO,57,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SPRINGBROOK
