ctv,reporting_unit,contest,candidate,votes,county,municipality
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),113,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),382,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),0,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),2,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LINCOLN
T,T LINCOLN WARDS,US SENATOR,SCATTERING,0,MONROE,LINCOLN
T,T LINCOLN WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),106,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),384,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,0,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),98,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),391,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),83,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),412,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,1,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,LINCOLN
T,T LINCOLN WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,LINCOLN
T,T LINCOLN WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),435,MONROE,LINCOLN
T,T LINCOLN WARDS,DISTRICT ATTORNEY,SCATTERING,6,MONROE,LINCOLN
T,T LINCOLN WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),453,MONROE,LINCOLN
T,T LINCOLN WARDS,COUNTY CLERK,SCATTERING,2,MONROE,LINCOLN
T,T LINCOLN WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),450,MONROE,LINCOLN
T,T LINCOLN WARDS,TREASURER,SCATTERING,1,MONROE,LINCOLN
T,T LINCOLN WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),453,MONROE,LINCOLN
T,T LINCOLN WARDS,REGISTER OF DEEDS,SCATTERING,1,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE REFERENDA,YES,423,MONROE,LINCOLN
T,T LINCOLN WARDS,STATE REFERENDA,NO,68,MONROE,LINCOLN
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),298,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),573,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),1,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),3,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),10,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",PRESIDENT/VICE PRESIDENT,SCATTERING,3,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,TAMMY BALDWIN (DEMOCRATIC),309,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,ERIC HOVDE (REPUBLICAN),550,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),16,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,THOMAS LEAGER (AMERICA FIRST),8,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",US SENATOR,SCATTERING,0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),317,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),559,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REP IN CONGRESS DISTRICT 3,SCATTERING,1,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),264,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),589,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 24,SCATTERING,0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),252,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),612,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),722,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",DISTRICT ATTORNEY,SCATTERING,8,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),764,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",COUNTY CLERK,SCATTERING,4,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",TREASURER,MINDY HEMMERSBACH (REPUBLICAN),753,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",TREASURER,SCATTERING,4,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),759,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",REGISTER OF DEEDS,SCATTERING,3,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE REFERENDA,YES,701,MONROE,LITTLE FALLS
T,"T LITTLE FALLS WARDS 1,2",STATE REFERENDA,NO,143,MONROE,LITTLE FALLS
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),24,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),85,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),1,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,NEW LYME
T,T NEW LYME WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),27,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),81,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),0,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),1,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,NEW LYME
T,T NEW LYME WARDS,US SENATOR,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),30,MONROE,NEW LYME
T,T NEW LYME WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),78,MONROE,NEW LYME
T,T NEW LYME WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),21,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),84,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),22,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),86,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,NEW LYME
T,T NEW LYME WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,NEW LYME
T,T NEW LYME WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),93,MONROE,NEW LYME
T,T NEW LYME WARDS,DISTRICT ATTORNEY,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),98,MONROE,NEW LYME
T,T NEW LYME WARDS,COUNTY CLERK,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),98,MONROE,NEW LYME
T,T NEW LYME WARDS,TREASURER,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),98,MONROE,NEW LYME
T,T NEW LYME WARDS,REGISTER OF DEEDS,SCATTERING,0,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE REFERENDA,YES,91,MONROE,NEW LYME
T,T NEW LYME WARDS,STATE REFERENDA,NO,17,MONROE,NEW LYME
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),107,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),327,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),1,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),3,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,OAKDALE
T,T OAKDALE WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),108,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),318,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),6,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),4,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,OAKDALE
T,T OAKDALE WARDS,US SENATOR,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),112,MONROE,OAKDALE
T,T OAKDALE WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),318,MONROE,OAKDALE
T,T OAKDALE WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,1,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),86,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),336,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),75,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),356,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,OAKDALE
T,T OAKDALE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,OAKDALE
T,T OAKDALE WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),372,MONROE,OAKDALE
T,T OAKDALE WARDS,DISTRICT ATTORNEY,SCATTERING,2,MONROE,OAKDALE
T,T OAKDALE WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),394,MONROE,OAKDALE
T,T OAKDALE WARDS,COUNTY CLERK,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),387,MONROE,OAKDALE
T,T OAKDALE WARDS,TREASURER,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),388,MONROE,OAKDALE
T,T OAKDALE WARDS,REGISTER OF DEEDS,SCATTERING,0,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE REFERENDA,YES,371,MONROE,OAKDALE
T,T OAKDALE WARDS,STATE REFERENDA,NO,56,MONROE,OAKDALE
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),162,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),303,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),1,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),3,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),1,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),3,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,PORTLAND
T,T PORTLAND WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,3,MONROE,PORTLAND
T,T PORTLAND WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),167,MONROE,PORTLAND
T,T PORTLAND WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),290,MONROE,PORTLAND
