reporting_unit,contest,candidate,votes,county,municipality,ctv
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),24,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),8,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),25,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),1,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),7,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),27,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),4,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),30,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),7,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),27,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),29,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),33,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_COUNTY CLERK,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),34,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_COUNTY TREASURER,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),34,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",COUNTY_REGISTER OF DEEDS,SCATTERING,0,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",STATE_REFERENDUM,YES,27,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",STATE_REFERENDUM,NO,7,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",SCHOOL_REFERENDUM,YES,NA,FOREST,POPPLE RIVER,T
"POPPLE RIVER, WARD 1",SCHOOL_REFERENDUM,NO,NA,FOREST,POPPLE RIVER,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),19,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),73,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,ROSS,T
"ROSS, WARD 1",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),19,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),69,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),1,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),3,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),18,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),74,FOREST,ROSS,T
"ROSS, WARD 1",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),18,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),68,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),20,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),71,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),72,FOREST,ROSS,T
"ROSS, WARD 1",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),88,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_COUNTY CLERK,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),90,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_COUNTY TREASURER,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),89,FOREST,ROSS,T
"ROSS, WARD 1",COUNTY_REGISTER OF DEEDS,SCATTERING,0,FOREST,ROSS,T
"ROSS, WARD 1",STATE_REFERENDUM,YES,79,FOREST,ROSS,T
"ROSS, WARD 1",STATE_REFERENDUM,NO,2,FOREST,ROSS,T
"ROSS, WARD 1",SCHOOL_REFERENDUM,YES,NA,FOREST,ROSS,T
"ROSS, WARD 1",SCHOOL_REFERENDUM,NO,NA,FOREST,ROSS,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),193,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),313,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),4,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",1,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),215,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),277,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),9,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),10,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),183,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),319,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),195,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),304,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,1,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),190,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),310,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),357,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,0,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),414,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_COUNTY CLERK,SCATTERING,7,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),417,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_COUNTY TREASURER,SCATTERING,4,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),424,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",COUNTY_REGISTER OF DEEDS,SCATTERING,4,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",STATE_REFERENDUM,YES,430,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",STATE_REFERENDUM,NO,75,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",SCHOOL_REFERENDUM,YES,NA,FOREST,WABENO,T
"WABENO, WARDS 1, 2, 3 & 4",SCHOOL_REFERENDUM,NO,NA,FOREST,WABENO,T
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ (DEMOCRATIC),205,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/JD VANCE (REPUBLICAN),486,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN (CONSTITUTION),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/MIKE TER MAAT (LIBERTARIAN),1,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE (WISCONSIN GREEN),2,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CORNELL WEST/MELINA ABDULLAH (JUSTICE FOR ALL),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN (WE THE PEOPLE)",3,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,"ANDRE' RAMONE MCNEIL, SR. (INDEPENDENT) (WRITE-IN)",0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",FEDERAL_PRESIDENT/VICE PRESIDENT,SCATTERING,0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),263,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),532,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),22,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),2,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT) (WRITE-IN),0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_UNITED STATES SENATOR,SCATTERING,1,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,KYLE KILBOURN (DEMOCRATIC),182,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,TOM TIFFANY (REPUBLICAN),524,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",CONGRESSIONAL_REPRESENTATIVE IN CONGRESS DISTRICT #7,SCATTERING,0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,ANDI RICH (DEMOCRATIC),222,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,MARY FELZKOWSKI (REPUBLICAN),551,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_STATE SENATOR DISTRICT #12,SCATTERING,1,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,BEN MURRAY (DEMOCRATIC),209,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,JEFFREY L. MURSAU (REPUBLICAN),568,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_REPRESENTATIVE TO ASSEMBLY DISTRICT #36,SCATTERING,0,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,ALEX SEIFERT (INDEPENDENT),534,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",LEGISLATIVE AND STATE_DISTRICT ATTORNEY,SCATTERING,2,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_COUNTY CLERK,NORA MATUSZEWSKI (REPUBLICAN),673,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_COUNTY CLERK,SCATTERING,2,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_COUNTY TREASURER,CHRISTY CONLEY (REPUBLICAN),721,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_COUNTY TREASURER,SCATTERING,1,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_REGISTER OF DEEDS,CORTNEY BRITTEN CLEEREMAN (REPUBLICAN),708,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",COUNTY_REGISTER OF DEEDS,SCATTERING,1,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",STATE_REFERENDUM,YES,642,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",STATE_REFERENDUM,NO,133,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",SCHOOL_REFERENDUM,YES,NA,FOREST,CRANDON,C
"CITY OF CRANDON, WARDS 1, 2, 3 & 4",SCHOOL_REFERENDUM,NO,NA,FOREST,CRANDON,C
