reporting_unit,contest,votes,candidate,county,ctv,municipality
V WILD ROSE,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,1,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,2,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,1,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,1,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,WILD ROSE
V WILD ROSE,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",6,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,3,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,WILD ROSE
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,14,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,39,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,1,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,0,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,1,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",1,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,C,BERLIN  
T BLOOMFIELD,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,160,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,U.S. SENATOR ERIC HOVDE REPUBLICAN,498,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,10,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,6,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,"REP. IN CONGRESS, DIST. 6",142,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,"REP. IN CONGRESS, DIST. 6",513,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,"REP. TO ASSEMBLY, DIST. 57",131,RUTH CAVES DEMOCRATIC,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,"REP. TO ASSEMBLY, DIST. 57",472,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,"REP. TO ASSEMBLY, DIST. 57",57,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,BLOOMFIELD
T COLOMA,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,163,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,COLOMA
T COLOMA,U.S. SENATOR ERIC HOVDE REPUBLICAN,291,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,2,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,COLOMA
T COLOMA,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,6,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,COLOMA
T COLOMA,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,COLOMA
T COLOMA,"REP. IN CONGRESS, DIST. 6",139,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,COLOMA
T COLOMA,"REP. IN CONGRESS, DIST. 6",306,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,"REP. TO ASSEMBLY, DIST. 57",142,RUTH CAVES DEMOCRATIC,WAUSHARA,T,COLOMA
T COLOMA,"REP. TO ASSEMBLY, DIST. 57",277,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,"REP. TO ASSEMBLY, DIST. 57",189,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,COLOMA
T DAKOTA,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,194,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,DAKOTA
T DAKOTA,U.S. SENATOR ERIC HOVDE REPUBLICAN,416,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,4,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,DAKOTA
T DAKOTA,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,10,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,DAKOTA
T DAKOTA,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,DAKOTA
T DAKOTA,"REP. IN CONGRESS, DIST. 6",173,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,DAKOTA
T DAKOTA,"REP. IN CONGRESS, DIST. 6",433,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,"REP. TO ASSEMBLY, DIST. 57",181,RUTH CAVES DEMOCRATIC,WAUSHARA,T,DAKOTA
T DAKOTA,"REP. TO ASSEMBLY, DIST. 57",375,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,"REP. TO ASSEMBLY, DIST. 57",61,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,DAKOTA
T DEERFIELD,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,187,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,DEERFIELD
T DEERFIELD,U.S. SENATOR ERIC HOVDE REPUBLICAN,312,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,5,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,DEERFIELD
T DEERFIELD,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,0,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,DEERFIELD
T DEERFIELD,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,DEERFIELD
T DEERFIELD,"REP. IN CONGRESS, DIST. 6",167,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,DEERFIELD
T DEERFIELD,"REP. IN CONGRESS, DIST. 6",324,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,"REP. TO ASSEMBLY, DIST. 57",172,RUTH CAVES DEMOCRATIC,WAUSHARA,T,DEERFIELD
T DEERFIELD,"REP. TO ASSEMBLY, DIST. 57",270,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,"REP. TO ASSEMBLY, DIST. 57",55,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,DEERFIELD
T HANCOCK,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,105,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,HANCOCK
T HANCOCK,U.S. SENATOR ERIC HOVDE REPUBLICAN,248,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,3,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,HANCOCK
T HANCOCK,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,3,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,HANCOCK
T HANCOCK,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,HANCOCK
T HANCOCK,"REP. IN CONGRESS, DIST. 6",89,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,HANCOCK
T HANCOCK,"REP. IN CONGRESS, DIST. 6",256,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,"REP. TO ASSEMBLY, DIST. 57",99,RUTH CAVES DEMOCRATIC,WAUSHARA,T,HANCOCK
T HANCOCK,"REP. TO ASSEMBLY, DIST. 57",214,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,"REP. TO ASSEMBLY, DIST. 57",40,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,HANCOCK
T LEON,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,312,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,LEON
T LEON,U.S. SENATOR ERIC HOVDE REPUBLICAN,668,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,LEON
T LEON,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,10,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,LEON
T LEON,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,11,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,LEON
T LEON,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,LEON
T LEON,"REP. IN CONGRESS, DIST. 6",275,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,LEON
T LEON,"REP. IN CONGRESS, DIST. 6",705,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,LEON
T LEON,"REP. TO ASSEMBLY, DIST. 57",273,RUTH CAVES DEMOCRATIC,WAUSHARA,T,LEON
T LEON,"REP. TO ASSEMBLY, DIST. 57",582,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,LEON
T LEON,"REP. TO ASSEMBLY, DIST. 57",143,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,LEON
T MARION,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,450,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,MARION
T MARION,U.S. SENATOR ERIC HOVDE REPUBLICAN,899,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,MARION
T MARION,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,15,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,MARION
T MARION,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,11,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,MARION
T MARION,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,MARION
T MARION,"REP. IN CONGRESS, DIST. 6",409,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,MARION
T MARION,"REP. IN CONGRESS, DIST. 6",926,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,MARION
T MARION,"REP. TO ASSEMBLY, DIST. 57",414,RUTH CAVES DEMOCRATIC,WAUSHARA,T,MARION
T MARION,"REP. TO ASSEMBLY, DIST. 57",846,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,MARION
T MARION,"REP. TO ASSEMBLY, DIST. 57",97,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,MARION
T MT MORRIS,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,279,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,U.S. SENATOR ERIC HOVDE REPUBLICAN,545,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,11,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,8,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"REP. IN CONGRESS, DIST. 6",239,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"REP. IN CONGRESS, DIST. 6",586,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"REP. TO ASSEMBLY, DIST. 57",244,RUTH CAVES DEMOCRATIC,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"REP. TO ASSEMBLY, DIST. 57",475,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"REP. TO ASSEMBLY, DIST. 57",112,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,MOUNT MORRIS
T OASIS,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,73,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,OASIS
T OASIS,U.S. SENATOR ERIC HOVDE REPUBLICAN,186,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,2,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,OASIS
T OASIS,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,3,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,OASIS
T OASIS,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,OASIS
T OASIS,"REP. IN CONGRESS, DIST. 6",60,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,OASIS
T OASIS,"REP. IN CONGRESS, DIST. 6",192,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,"REP. TO ASSEMBLY, DIST. 57",61,RUTH CAVES DEMOCRATIC,WAUSHARA,T,OASIS
T OASIS,"REP. TO ASSEMBLY, DIST. 57",164,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,"REP. TO ASSEMBLY, DIST. 57",38,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,OASIS
T PLAINFIELD,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,69,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,U.S. SENATOR ERIC HOVDE REPUBLICAN,218,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,4,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,1,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,"REP. IN CONGRESS, DIST. 6",60,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,"REP. IN CONGRESS, DIST. 6",220,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",66,RUTH CAVES DEMOCRATIC,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",190,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",29,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,PLAINFIELD
T POY SIPPI,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,134,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,POY SIPPI
T POY SIPPI,U.S. SENATOR ERIC HOVDE REPUBLICAN,424,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,6,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,POY SIPPI
T POY SIPPI,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,8,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,POY SIPPI
T POY SIPPI,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,POY SIPPI
T POY SIPPI,"REP. IN CONGRESS, DIST. 6",113,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,POY SIPPI
T POY SIPPI,"REP. IN CONGRESS, DIST. 6",441,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,"REP. TO ASSEMBLY, DIST. 57",102,RUTH CAVES DEMOCRATIC,WAUSHARA,T,POY SIPPI
T POY SIPPI,"REP. TO ASSEMBLY, DIST. 57",380,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,"REP. TO ASSEMBLY, DIST. 57",80,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,POY SIPPI
T RICHFORD,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,69,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,RICHFORD
T RICHFORD,U.S. SENATOR ERIC HOVDE REPUBLICAN,198,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,7,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,RICHFORD
T RICHFORD,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,3,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,RICHFORD
T RICHFORD,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,RICHFORD
T RICHFORD,"REP. IN CONGRESS, DIST. 6",58,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,RICHFORD
T RICHFORD,"REP. IN CONGRESS, DIST. 6",213,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,"REP. TO ASSEMBLY, DIST. 57",59,RUTH CAVES DEMOCRATIC,WAUSHARA,T,RICHFORD
T RICHFORD,"REP. TO ASSEMBLY, DIST. 57",198,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,"REP. TO ASSEMBLY, DIST. 57",17,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,RICHFORD
T ROSE,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,146,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,ROSE
T ROSE,U.S. SENATOR ERIC HOVDE REPUBLICAN,261,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,4,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,ROSE
T ROSE,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,6,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,ROSE
T ROSE,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,ROSE
T ROSE,"REP. IN CONGRESS, DIST. 6",133,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,ROSE
T ROSE,"REP. IN CONGRESS, DIST. 6",270,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,"REP. TO ASSEMBLY, DIST. 57",139,RUTH CAVES DEMOCRATIC,WAUSHARA,T,ROSE
T ROSE,"REP. TO ASSEMBLY, DIST. 57",172,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,"REP. TO ASSEMBLY, DIST. 57",108,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,ROSE
