rep_unit_2024,tract_GEOID,l2_count,prop_of_rep_unit_2024
VILAS - TOWN OF CLOVERLAND WARDS 1-2,55125950602,61,0.07911802853437094
VILAS - TOWN OF CONOVER WARDS 1-2,55125950201,699,0.7228541882109617
VILAS - TOWN OF CONOVER WARDS 1-2,55125950602,268,0.27714581178903824
VILAS - TOWN OF LAC DU FLAMBEAU WARDS 1-7,55125940000,1754,1
VILAS - TOWN OF LAND O-LAKES WARDS 1-2,55125950201,479,0.7461059190031153
VILAS - TOWN OF LAND O-LAKES WARDS 1-2,55125950602,163,0.2538940809968847
VILAS - TOWN OF LINCOLN WARDS 1-5,55125950201,164,0.0967551622418879
VILAS - TOWN OF LINCOLN WARDS 1-5,55125950501,351,0.20707964601769913
VILAS - TOWN OF LINCOLN WARDS 1-5,55125950502,1180,0.696165191740413
VILAS - TOWN OF MANITOWISH WATERS WARD 1,55125940000,4,0.00749063670411985
VILAS - TOWN OF MANITOWISH WATERS WARD 1,55125950601,530,0.9925093632958801
VILAS - TOWN OF PHELPS WARDS 1-2,55125950201,271,0.3090079817559863
VILAS - TOWN OF PHELPS WARDS 1-2,55125950202,606,0.6909920182440137
VILAS - TOWN OF PLUM LAKE WARDS 1-2,55125950601,260,0.5689277899343544
VILAS - TOWN OF PLUM LAKE WARDS 1-2,55125950602,116,0.2538293216630197
VILAS - TOWN OF PLUM LAKE WARDS 1-2,55125950700,81,0.1772428884026258
VILAS - TOWN OF PRESQUE ISLE WARDS 1-2,55125950601,188,0.28484848484848485
VILAS - TOWN OF PRESQUE ISLE WARDS 1-2,55125950602,472,0.7151515151515152
VILAS - TOWN OF ST. GERMAIN WARDS 1-2,55125950501,779,0.5235215053763441
VILAS - TOWN OF ST. GERMAIN WARDS 1-2,55125950700,709,0.47647849462365593
VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950201,419,0.3630849220103986
VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950202,485,0.4202772963604853
VILAS - TOWN OF WASHINGTON WARDS 1-3,55125950502,250,0.21663778162911612
VILAS - TOWN OF WINCHESTER WARD 1,55125950601,295,1
WALWORTH - CITY OF BURLINGTON WARD 10,55127001000,2,1
WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000701,1662,0.44785772029102666
WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000702,2018,0.5437887361897062
WALWORTH - CITY OF DELAVAN WARDS 1-10,55127000801,31,0.008353543519267044
WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000201,34,0.007238662976367894
WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000304,16,0.0034064296359378327
WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000901,2607,0.5550351288056206
WALWORTH - CITY OF ELKHORN WARDS 1-8,55127000902,1622,0.3453268043431978
WALWORTH - CITY OF ELKHORN WARDS 1-8,55127001000,418,0.08899297423887588
WALWORTH - CITY OF LAKE GENEVA WARD 9,55127001605,319,0.9785276073619632
WALWORTH - CITY OF LAKE GENEVA WARD 9,55127001701,7,0.02147239263803681
"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001503,958,0.2296260786193672
"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001504,1139,0.2730105465004794
"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001605,1613,0.38662511984659637
"WALWORTH - CITY OF LAKE GENEVA WARDS 1-8,10-11",55127001606,462,0.11073825503355705
WALWORTH - CITY OF WHITEWATER WARDS 1-10,55127000301,4,0.0010408534998698933
WALWORTH - CITY OF WHITEWATER WARDS 1-10,55127000400,1931,0.502472027062191
WALWORTH - CITY OF WHITEWATER WARDS 1-10,55127000501,564,0.14676034348165495
WALWORTH - CITY OF WHITEWATER WARDS 1-10,55127000502,1344,0.34972677595628415
WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001605,13,0.0210016155088853
WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001701,324,0.5234248788368336
WALWORTH - TOWN OF BLOOMFIELD WARDS 1-2,55127001702,282,0.4555735056542811
WALWORTH - TOWN OF DARIEN WARDS 1-3,55127000600,817,0.8919213973799127
WALWORTH - TOWN OF DARIEN WARDS 1-3,55127000701,99,0.10807860262008734
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000701,66,0.022073578595317726
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000702,19,0.006354515050167224
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000801,967,0.32341137123745817
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000802,1631,0.545484949832776
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127000901,138,0.046153846153846156
WALWORTH - TOWN OF DELAVAN WARDS 1-9,55127001603,169,0.05652173913043478
WALWORTH - TOWN OF EAST TROY WARD 7,55127000102,3,1
WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000102,1511,0.5292469352014011
WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000103,91,0.03187390542907181
WALWORTH - TOWN OF EAST TROY WARDS 1-6,55127000104,1253,0.43887915936952715
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127000801,1,3.502626970227671e-4
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127000902,1,3.502626970227671e-4
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001000,245,0.08581436077057793
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001501,2120,0.7425569176882661
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001504,444,0.1555166374781086
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001603,20,0.0070052539404553416
"WALWORTH - TOWN OF GENEVA WARDS 1-7,9-10",55127001606,24,0.00840630472854641
"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001000,158,0.30980392156862746
"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001501,23,0.045098039215686274
"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001503,88,0.17254901960784313
"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001504,190,0.37254901960784315
"WALWORTH - TOWN OF GENEVA WARDS 8,11",55127001606,51,0.1
WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55055101600,5,0.003209242618741977
WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000301,509,0.3267008985879333
WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000303,993,0.6373555840821566
WALWORTH - TOWN OF LA GRANGE WARDS 1-3,55127000304,51,0.03273427471116817
WALWORTH - TOWN OF LAFAYETTE WARDS 1-3,55127000201,891,0.6419308357348703
WALWORTH - TOWN OF LAFAYETTE WARDS 1-3,55127000202,497,0.3580691642651297
WALWORTH - TOWN OF LINN WARD 5,55127001606,303,0.9934426229508196
WALWORTH - TOWN OF LINN WARD 5,55127001607,2,0.006557377049180328
"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001606,253,0.30966952264381886
"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001607,191,0.23378212974296206
"WALWORTH - TOWN OF LINN WARDS 1-2,4",55127001702,373,0.4565483476132191
"WALWORTH - TOWN OF LINN WARDS 3,6",55127001605,24,0.047337278106508875
"WALWORTH - TOWN OF LINN WARDS 3,6",55127001606,483,0.9526627218934911
WALWORTH - TOWN OF LYONS WARDS 1-7,55127001000,1992,0.9609261939218524
WALWORTH - TOWN OF LYONS WARDS 1-7,55127001605,81,0.03907380607814761
WALWORTH - TOWN OF RICHMOND WARDS 1-3,55127000301,625,0.5260942760942761
WALWORTH - TOWN OF RICHMOND WARDS 1-3,55127000304,563,0.4739057239057239
WALWORTH - TOWN OF SHARON WARD 1,55127000600,534,1
WALWORTH - TOWN OF SPRING PRAIRIE WARDS 1-4,55127000202,1478,1
WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000301,7,0.0029276453366792136
WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000303,1101,0.4604767879548306
WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000304,1103,0.4613132580510247
WALWORTH - TOWN OF SUGAR CREEK WARDS 1-7,55127000901,180,0.07528230865746549
WALWORTH - TOWN OF TROY WARDS 1-3,55127000201,1539,0.9948287007110537
WALWORTH - TOWN OF TROY WARDS 1-3,55127000202,8,0.005171299288946348
WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001603,136,0.13518886679920478
WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001607,109,0.10834990059642147
WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001608,135,0.1341948310139165
WALWORTH - TOWN OF WALWORTH WARDS 1-4,55127001702,626,0.6222664015904572
WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000301,835,0.9115720524017468
WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000400,24,0.026200873362445413
WALWORTH - TOWN OF WHITEWATER WARDS 1-3,55127000502,57,0.06222707423580786
WALWORTH - VILLAGE OF BLOOMFIELD WARDS 1-7,55127001701,2227,0.9780412823891085
WALWORTH - VILLAGE OF BLOOMFIELD WARDS 1-7,55127001702,50,0.021958717610891524
WALWORTH - VILLAGE OF DARIEN WARDS 1-2,55127000600,690,1
WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000102,132,0.05162299569808369
WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000103,1371,0.5361752053187329
WALWORTH - VILLAGE OF EAST TROY WARDS 1-6,55127000104,1054,0.41220179898318343
WALWORTH - VILLAGE OF EAST TROY WARDS 7-8,55127000103,111,1
WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001603,67,0.05407586763518967
WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001607,1037,0.8369652945924132
WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001608,134,0.10815173527037934
WALWORTH - VILLAGE OF FONTANA WARDS 1-3,55127001702,1,8.071025020177562e-4
WALWORTH - VILLAGE OF GENOA CITY WARDS 1-5,55127001702,1399,1
WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55127000102,2,0.020202020202020204
WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55127000104,96,0.9696969696969697
WALWORTH - VILLAGE OF MUKWONAGO WARDS 11-12,55133203901,1,0.010101010101010102
WALWORTH - VILLAGE OF SHARON WARDS 1-2,55127000600,692,1
WALWORTH - VILLAGE OF WALWORTH WARDS 1-3,55127001607,207,0.14495798319327732
WALWORTH - VILLAGE OF WALWORTH WARDS 1-3,55127001608,1221,0.8550420168067226
WALWORTH - VILLAGE OF WILLIAMS BAY WARDS 1-4,55127001603,1480,0.7708333333333334
WALWORTH - VILLAGE OF WILLIAMS BAY WARDS 1-4,55127001606,440,0.22916666666666666
WASHBURN - CITY OF SHELL LAKE WARDS 1-2,55129950600,759,1
WASHBURN - CITY OF SPOONER WARDS 1-4,55129950501,948,0.8006756756756757
WASHBURN - CITY OF SPOONER WARDS 1-4,55129950502,236,0.19932432432432431
WASHBURN - TOWN OF BARRONETT WARD 1,55129950600,263,1
WASHBURN - TOWN OF BASHAW WARDS 1-3,55129950502,8,0.011799410029498525
WASHBURN - TOWN OF BASHAW WARDS 1-3,55129950600,670,0.9882005899705014
WASHBURN - TOWN OF BASS LAKE WARD 1,55129950300,302,1
WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950501,3,0.006396588486140725
WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950502,304,0.6481876332622601
WASHBURN - TOWN OF BEAVER BROOK WARD 1,55129950600,162,0.34541577825159914
WASHBURN - TOWN OF BIRCHWOOD WARDS 1-2,55129950300,417,0.9608294930875576
WASHBURN - TOWN OF BIRCHWOOD WARDS 1-2,55129950502,17,0.03917050691244239
WASHBURN - TOWN OF BROOKLYN WARDS 1-2,55129950100,31,0.14691943127962084
WASHBURN - TOWN OF BROOKLYN WARDS 1-2,55129950200,180,0.8530805687203792
WASHBURN - TOWN OF CASEY WARD 1,55129950200,263,0.9740740740740741
WASHBURN - TOWN OF CASEY WARD 1,55129950600,7,0.025925925925925925
WASHBURN - TOWN OF CHICOG WARD 1,55129950100,49,0.23113207547169812
WASHBURN - TOWN OF CHICOG WARD 1,55129950200,163,0.7688679245283019
WASHBURN - TOWN OF CRYSTAL WARD 1,55129950200,19,0.10795454545454546
WASHBURN - TOWN OF CRYSTAL WARD 1,55129950300,146,0.8295454545454546
WASHBURN - TOWN OF CRYSTAL WARD 1,55129950501,11,0.0625
WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950501,85,0.10925449871465295
WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950502,4,0.005141388174807198
WASHBURN - TOWN OF EVERGREEN WARDS 1-2,55129950600,689,0.8856041131105399
WASHBURN - TOWN OF FROG CREEK WARD 1,55129950100,81,1
WASHBURN - TOWN OF GULL LAKE WARD 1,55129950100,130,1
WASHBURN - TOWN OF LONG LAKE WARD 1,55129950300,53,0.11064718162839249
WASHBURN - TOWN OF LONG LAKE WARD 1,55129950502,426,0.8893528183716075
WASHBURN - TOWN OF MADGE WARD 1,55129950300,23,0.06166219839142091
WASHBURN - TOWN OF MADGE WARD 1,55129950502,350,0.938337801608579
WASHBURN - TOWN OF MINONG WARDS 1-2,55129950100,696,0.9858356940509915
WASHBURN - TOWN OF MINONG WARDS 1-2,55129950200,10,0.014164305949008499
WASHBURN - TOWN OF SARONA WARDS 1-2,55129950502,103,0.4458874458874459
WASHBURN - TOWN OF SARONA WARDS 1-2,55129950600,128,0.5541125541125541
WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950200,43,0.08884297520661157
WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950501,318,0.6570247933884298
WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950502,8,0.01652892561983471
WASHBURN - TOWN OF SPOONER WARDS 1-2,55129950600,115,0.23760330578512398
WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950100,17,0.052307692307692305
WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950200,9,0.027692307692307693
WASHBURN - TOWN OF SPRINGBROOK WARD 1,55129950300,299,0.92
WASHBURN - TOWN OF STINNETT WARD 1,55129950100,76,0.7102803738317757
WASHBURN - TOWN OF STINNETT WARD 1,55129950300,31,0.2897196261682243
WASHBURN - TOWN OF STONE LAKE WARD 1,55129950300,303,1
WASHBURN - TOWN OF TREGO WARDS 1-2,55129950200,634,0.9952904238618524
WASHBURN - TOWN OF TREGO WARDS 1-2,55129950600,3,0.004709576138147566
WASHBURN - VILLAGE OF BIRCHWOOD WARD 1,55129950300,209,1
WASHBURN - VILLAGE OF MINONG WARD 1,55129950100,274,1
"WASHINGTON - CITY OF HARTFORD WARDS 1-3,12,15",55131440103,2484,0.8403247631935047
"WASHINGTON - CITY OF HARTFORD WARDS 1-3,12,15",55131440200,472,0.15967523680649526
"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440103,106,0.035286284953395475
"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440104,1828,0.6085219707057257
"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440105,590,0.19640479360852198
"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131440200,342,0.11384820239680427
"WASHINGTON - CITY OF HARTFORD WARDS 4-7,13,16,18-19",55131450106,138,0.045938748335552594
"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440103,159,0.060849598163030996
"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440104,1388,0.5311902028319939
"WASHINGTON - CITY OF HARTFORD WARDS 8-10,14,17",55131440200,1066,0.4079601990049751
WASHINGTON - CITY OF WEST BEND WARD 23,55131420106,245,1
"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420106,498,0.36218181818181816
"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420401,261,0.18981818181818183
"WASHINGTON - CITY OF WEST BEND WARDS 1,3",55131420402,616,0.448
WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131400104,574,0.28642714570858285
WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131420300,1122,0.5598802395209581
WASHINGTON - CITY OF WEST BEND WARDS 11-13,55131420401,308,0.1536926147704591
WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131400102,1160,0.5560882070949185
WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131400104,131,0.06279961649089166
WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420105,531,0.2545541706615532
WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420300,60,0.028763183125599234
WASHINGTON - CITY OF WEST BEND WARDS 14-17,55131420401,204,0.0977948226270374
WASHINGTON - CITY OF WEST BEND WARDS 18-19,55131420105,1517,0.9133052378085491
WASHINGTON - CITY OF WEST BEND WARDS 18-19,55131420106,144,0.08669476219145093
"WASHINGTON - CITY OF WEST BEND WARDS 2,24",55131420106,546,0.6254295532646048
"WASHINGTON - CITY OF WEST BEND WARDS 2,24",55131420402,327,0.3745704467353952
WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420104,1341,0.6655086848635235
WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420106,291,0.1444168734491315
WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420200,171,0.084863523573201
WASHINGTON - CITY OF WEST BEND WARDS 20-22,55131420402,212,0.10521091811414392
WASHINGTON - CITY OF WEST BEND WARDS 25-26,55131420104,209,0.6147058823529412
WASHINGTON - CITY OF WEST BEND WARDS 25-26,55131420200,131,0.38529411764705884
WASHINGTON - CITY OF WEST BEND WARDS 4-5,55131420200,1270,0.6687730384412849
WASHINGTON - CITY OF WEST BEND WARDS 4-5,55131420300,268,0.14112690889942076
WASHINGTON - CITY OF WEST BEND WARDS 4-5,55131420401,361,0.19010005265929436
WASHINGTON - CITY OF WEST BEND WARDS 6-8,55131420104,80,0.03319502074688797
WASHINGTON - CITY OF WEST BEND WARDS 6-8,55131420107,153,0.06348547717842323
WASHINGTON - CITY OF WEST BEND WARDS 6-8,55131420200,1797,0.745643153526971
WASHINGTON - CITY OF WEST BEND WARDS 6-8,55131420300,380,0.15767634854771784
WASHINGTON - CITY OF WEST BEND WARDS 9-10,55131400104,464,0.22169135212613472
WASHINGTON - CITY OF WEST BEND WARDS 9-10,55131420107,600,0.2866698518872432
WASHINGTON - CITY OF WEST BEND WARDS 9-10,55131420300,1029,0.4916387959866221
WASHINGTON - TOWN OF ADDISON WARDS 1-6,55131430100,2168,1
WASHINGTON - TOWN OF BARTON WARDS 1-4,55131420104,1597,0.8352510460251046
WASHINGTON - TOWN OF BARTON WARDS 1-4,55131420105,145,0.075836820083682
WASHINGTON - TOWN OF BARTON WARDS 1-4,55131420106,152,0.0794979079497908
WASHINGTON - TOWN OF BARTON WARDS 1-4,55131420108,18,0.009414225941422594
WASHINGTON - TOWN OF ERIN WARDS 1-5,55131440106,2769,1
WASHINGTON - TOWN OF FARMINGTON WARDS 1-5,55131400103,2461,1
WASHINGTON - TOWN OF GERMANTOWN WARD 1,55131470100,171,1
WASHINGTON - TOWN OF HARTFORD WARD 5,55131440105,586,1
WASHINGTON - TOWN OF HARTFORD WARDS 1-4,55131440103,317,0.17630700778642935
WASHINGTON - TOWN OF HARTFORD WARDS 1-4,55131440104,407,0.22636262513904337
WASHINGTON - TOWN OF HARTFORD WARDS 1-4,55131440105,1027,0.57119021134594
WASHINGTON - TOWN OF HARTFORD WARDS 1-4,55131450106,47,0.02614015572858732
WASHINGTON - TOWN OF JACKSON WARDS 1-7,55131400104,4,0.001480932987782303
WASHINGTON - TOWN OF JACKSON WARDS 1-7,55131450103,1099,0.4068863383931877
WASHINGTON - TOWN OF JACKSON WARDS 1-7,55131450107,117,0.04331728989263236
WASHINGTON - TOWN OF JACKSON WARDS 1-7,55131450108,1481,0.5483154387263977
WASHINGTON - TOWN OF KEWASKUM WARDS 1-2,55131410100,792,1
WASHINGTON - TOWN OF POLK WARDS 1-6,55131450103,104,0.0380952380952381
WASHINGTON - TOWN OF POLK WARDS 1-6,55131450105,1489,0.5454212454212454
WASHINGTON - TOWN OF POLK WARDS 1-6,55131450106,940,0.3443223443223443
WASHINGTON - TOWN OF POLK WARDS 1-6,55131450107,197,0.07216117216117215
WASHINGTON - TOWN OF TRENTON WARDS 1-7,55131400102,1185,0.37393499526664564
WASHINGTON - TOWN OF TRENTON WARDS 1-7,55131400104,1984,0.6260650047333544
WASHINGTON - TOWN OF WAYNE WARDS 1-4,55131430100,1385,1
WASHINGTON - TOWN OF WEST BEND WARDS 1-6,55131420104,140,0.04205467107239411
WASHINGTON - TOWN OF WEST BEND WARDS 1-6,55131420107,1377,0.4136377290477621
WASHINGTON - TOWN OF WEST BEND WARDS 1-6,55131420108,1812,0.5443075998798438
WASHINGTON - VILLAGE OF GERMANTOWN WARD 16,55131470100,3,1
WASHINGTON - VILLAGE OF GERMANTOWN WARD 17,55131470100,454,1
WASHINGTON - VILLAGE OF GERMANTOWN WARD 5,55131470100,616,1
"WASHINGTON - VILLAGE OF GERMANTOWN WARDS 1,15",55131450108,3,0.00395778364116095
"WASHINGTON - VILLAGE OF GERMANTOWN WARDS 1,15",55131470100,478,0.6306068601583114
"WASHINGTON - VILLAGE OF GERMANTOWN WARDS 1,15",55131470203,277,0.3654353562005277
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 12-14,55131470100,812,0.2610093217614915
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 12-14,55131470202,1476,0.47444551591128253
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 12-14,55131470204,823,0.26454516232722597
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 2-4,55131470202,505,0.19179642992783896
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 2-4,55131470203,154,0.05848841625522218
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 2-4,55131470204,1974,0.7497151538169389
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 6-8,55131470203,2038,1
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 9-11,55131470100,1107,0.31297709923664124
WASHINGTON - VILLAGE OF GERMANTOWN WARDS 9-11,55131470202,2430,0.6870229007633588
WASHINGTON - VILLAGE OF JACKSON WARDS 1-20,55131450103,2081,0.4312059676750932
WASHINGTON - VILLAGE OF JACKSON WARDS 1-20,55131450107,1998,0.41400745959386653
WASHINGTON - VILLAGE OF JACKSON WARDS 1-20,55131450108,747,0.1547865727310402
WASHINGTON - VILLAGE OF KEWASKUM WARDS 1-5,55131410100,2470,1
WASHINGTON - VILLAGE OF NEWBURG WARDS 1-2,55131400104,325,1
WASHINGTON - VILLAGE OF RICHFIELD WARDS 1-2,55131460101,1816,0.9102756892230577
WASHINGTON - VILLAGE OF RICHFIELD WARDS 1-2,55131460102,179,0.08972431077694236
WASHINGTON - VILLAGE OF RICHFIELD WARDS 3-4,55131460101,2151,1
WASHINGTON - VILLAGE OF RICHFIELD WARDS 5-6,55131460101,696,0.36024844720496896
WASHINGTON - VILLAGE OF RICHFIELD WARDS 5-6,55131460102,1236,0.639751552795031
WASHINGTON - VILLAGE OF RICHFIELD WARDS 7-9,55131460102,2493,1
WASHINGTON - VILLAGE OF SLINGER WARDS 1-10,55131440105,487,0.13393839383938394
WASHINGTON - VILLAGE OF SLINGER WARDS 1-10,55131450105,559,0.15374037403740373
WASHINGTON - VILLAGE OF SLINGER WARDS 1-10,55131450106,2590,0.7123212321232123
WAUKESHA - CITY OF BROOKFIELD WARD 1,55133200700,781,0.5492264416315049
WAUKESHA - CITY OF BROOKFIELD WARD 1,55133200901,641,0.4507735583684951
WAUKESHA - CITY OF BROOKFIELD WARD 10,55133200801,263,0.21880199667221298
WAUKESHA - CITY OF BROOKFIELD WARD 10,55133200804,939,0.781198003327787
WAUKESHA - CITY OF BROOKFIELD WARD 11,55133200801,1272,1
WAUKESHA - CITY OF BROOKFIELD WARD 12,55133201201,331,0.25363984674329504
WAUKESHA - CITY OF BROOKFIELD WARD 12,55133201205,974,0.746360153256705
WAUKESHA - CITY OF BROOKFIELD WARD 13,55133201002,43,0.055989583333333336
WAUKESHA - CITY OF BROOKFIELD WARD 13,55133201101,725,0.9440104166666666
WAUKESHA - CITY OF BROOKFIELD WARD 14,55133200804,954,0.7135377711293942
WAUKESHA - CITY OF BROOKFIELD WARD 14,55133200902,366,0.2737471952131638
WAUKESHA - CITY OF BROOKFIELD WARD 14,55133201002,17,0.012715033657442034
WAUKESHA - CITY OF BROOKFIELD WARD 15,55133201203,347,0.23947550034506557
WAUKESHA - CITY OF BROOKFIELD WARD 15,55133201205,1102,0.7605244996549344
WAUKESHA - CITY OF BROOKFIELD WARD 16,55133201203,442,0.6636636636636637
WAUKESHA - CITY OF BROOKFIELD WARD 16,55133201205,224,0.33633633633633636
WAUKESHA - CITY OF BROOKFIELD WARD 17,55133201101,1549,1
WAUKESHA - CITY OF BROOKFIELD WARD 18,55133201203,585,0.40428472702142365
WAUKESHA - CITY OF BROOKFIELD WARD 18,55133201204,862,0.5957152729785764
WAUKESHA - CITY OF BROOKFIELD WARD 19,55133201101,81,0.07956777996070727
WAUKESHA - CITY OF BROOKFIELD WARD 19,55133201102,937,0.9204322200392927
WAUKESHA - CITY OF BROOKFIELD WARD 2,55133200901,1150,0.8537490720118782
WAUKESHA - CITY OF BROOKFIELD WARD 2,55133200902,195,0.1447661469933185
WAUKESHA - CITY OF BROOKFIELD WARD 2,55133201002,2,0.0014847809948032665
WAUKESHA - CITY OF BROOKFIELD WARD 20,55133201101,700,0.5409582689335394
WAUKESHA - CITY OF BROOKFIELD WARD 20,55133201203,395,0.30525502318392583
WAUKESHA - CITY OF BROOKFIELD WARD 20,55133201204,199,0.15378670788253476
WAUKESHA - CITY OF BROOKFIELD WARD 21,55133201101,192,0.1476923076923077
WAUKESHA - CITY OF BROOKFIELD WARD 21,55133201102,1108,0.8523076923076923
WAUKESHA - CITY OF BROOKFIELD WARD 3,55133200700,1260,1
WAUKESHA - CITY OF BROOKFIELD WARD 4,55133200700,688,0.5308641975308642
WAUKESHA - CITY OF BROOKFIELD WARD 4,55133200902,608,0.4691358024691358
WAUKESHA - CITY OF BROOKFIELD WARD 5,55133200803,602,1
WAUKESHA - CITY OF BROOKFIELD WARD 6,55133200803,2105,1
WAUKESHA - CITY OF BROOKFIELD WARD 7,55133200803,552,0.5422396856581533
WAUKESHA - CITY OF BROOKFIELD WARD 7,55133200804,466,0.4577603143418468
WAUKESHA - CITY OF BROOKFIELD WARD 8,55133200902,1320,1
WAUKESHA - CITY OF BROOKFIELD WARD 9,55133200901,1032,0.7186629526462396
WAUKESHA - CITY OF BROOKFIELD WARD 9,55133200902,404,0.28133704735376047
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133203502,23,0.004962243797195253
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133203601,116,0.025026968716289105
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133203702,602,0.12988133764832793
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133203703,1447,0.31218985976267527
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133203704,2209,0.4765911542610572
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133204100,33,0.007119741100323625
WAUKESHA - CITY OF DELAFIELD WARDS 1-14,55133204504,205,0.04422869471413161
WAUKESHA - CITY OF MUSKEGO WARD 3,55133201703,258,0.2975778546712803
WAUKESHA - CITY OF MUSKEGO WARD 3,55133201900,609,0.7024221453287197
WAUKESHA - CITY OF MUSKEGO WARD 6,55133201701,369,0.3568665377176016
