reporting_unit,county,rep_unit_2024,tract_GEOID,prop_of_rep_unit_2024
TOWN OF GLENWOOD WARD 1,ST. CROIX,ST. CROIX - TOWN OF GLENWOOD WARD 1,55109120700,1
TOWN OF HAMMOND WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF HAMMOND WARDS 1-3,55109120801,0.007260726072607261
TOWN OF HAMMOND WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF HAMMOND WARDS 1-3,55109120802,0.015181518151815182
TOWN OF HAMMOND WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF HAMMOND WARDS 1-3,55109121000,0.9775577557755776
TOWN OF HUDSON WARDS 1-2,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 1-2,55109120201,0.15834522111269614
TOWN OF HUDSON WARDS 1-2,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 1-2,55109120300,0.8416547788873039
TOWN OF HUDSON WARDS 3-6,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 3-6,55109120201,0.044652701212789414
TOWN OF HUDSON WARDS 3-6,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 3-6,55109120202,0.5463065049614112
TOWN OF HUDSON WARDS 3-6,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 3-6,55109120300,0.40904079382579933
TOWN OF HUDSON WARDS 7-14,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 7-14,55109120201,2.978850163836759e-4
TOWN OF HUDSON WARDS 7-14,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 7-14,55109120202,0.7587131367292225
TOWN OF HUDSON WARDS 7-14,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 7-14,55109120904,0.1671134941912422
TOWN OF HUDSON WARDS 7-14,ST. CROIX,ST. CROIX - TOWN OF HUDSON WARDS 7-14,55109120905,0.07387548406315163
TOWN OF KINNICKINNIC WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF KINNICKINNIC WARDS 1-3,55109120901,0.26632739609838846
TOWN OF KINNICKINNIC WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF KINNICKINNIC WARDS 1-3,55109120904,0.7251908396946565
TOWN OF KINNICKINNIC WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF KINNICKINNIC WARDS 1-3,55109121000,0.008481764206955046
TOWN OF PLEASANT VALLEY WARD 1,ST. CROIX,ST. CROIX - TOWN OF PLEASANT VALLEY WARD 1,55109120904,0.8292011019283747
TOWN OF PLEASANT VALLEY WARD 1,ST. CROIX,ST. CROIX - TOWN OF PLEASANT VALLEY WARD 1,55109121000,0.17079889807162535
TOWN OF RICHMOND WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF RICHMOND WARDS 1-6,55109120501,0.3178780284043442
TOWN OF RICHMOND WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF RICHMOND WARDS 1-6,55109120502,0.13283208020050125
TOWN OF RICHMOND WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF RICHMOND WARDS 1-6,55109120601,0.5492898913951546
TOWN OF RUSH RIVER WARD 1,ST. CROIX,ST. CROIX - TOWN OF RUSH RIVER WARD 1,55109120802,0.05501618122977346
TOWN OF RUSH RIVER WARD 1,ST. CROIX,ST. CROIX - TOWN OF RUSH RIVER WARD 1,55109120904,0.8867313915857605
TOWN OF RUSH RIVER WARD 1,ST. CROIX,ST. CROIX - TOWN OF RUSH RIVER WARD 1,55109121000,0.05825242718446602
TOWN OF SOMERSET WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF SOMERSET WARDS 1-6,55095960800,0.0031141868512110727
TOWN OF SOMERSET WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF SOMERSET WARDS 1-6,55109120401,0.9619377162629758
TOWN OF SOMERSET WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF SOMERSET WARDS 1-6,55109120402,0.03494809688581315
TOWN OF SPRINGFIELD WARD 1,ST. CROIX,ST. CROIX - TOWN OF SPRINGFIELD WARD 1,55109120700,1
TOWN OF ST. JOSEPH WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF ST. JOSEPH WARDS 1-6,55109120402,1
TOWN OF STANTON WARDS 1-2,ST. CROIX,ST. CROIX - TOWN OF STANTON WARDS 1-2,55109120502,0.4259597806215722
TOWN OF STANTON WARDS 1-2,ST. CROIX,ST. CROIX - TOWN OF STANTON WARDS 1-2,55109120602,0.5740402193784278
TOWN OF STAR PRAIRIE WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF STAR PRAIRIE WARDS 1-6,55109120501,0.09761484098939929
TOWN OF STAR PRAIRIE WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF STAR PRAIRIE WARDS 1-6,55109120502,0.001325088339222615
TOWN OF STAR PRAIRIE WARDS 1-6,ST. CROIX,ST. CROIX - TOWN OF STAR PRAIRIE WARDS 1-6,55109120602,0.901060070671378
TOWN OF TROY WARDS 1-8,ST. CROIX,ST. CROIX - TOWN OF TROY WARDS 1-8,55093960500,8.13228517213337e-4
TOWN OF TROY WARDS 1-8,ST. CROIX,ST. CROIX - TOWN OF TROY WARDS 1-8,55109120901,0.07969639468690702
TOWN OF TROY WARDS 1-8,ST. CROIX,ST. CROIX - TOWN OF TROY WARDS 1-8,55109120904,0.19327731092436976
TOWN OF TROY WARDS 1-8,ST. CROIX,ST. CROIX - TOWN OF TROY WARDS 1-8,55109120905,0.003252914068853348
TOWN OF TROY WARDS 1-8,ST. CROIX,ST. CROIX - TOWN OF TROY WARDS 1-8,55109120906,0.7229601518026565
TOWN OF WARREN WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF WARREN WARDS 1-3,55109120904,0.14545454545454545
TOWN OF WARREN WARDS 1-3,ST. CROIX,ST. CROIX - TOWN OF WARREN WARDS 1-3,55109121000,0.8545454545454545
VILLAGE OF BALDWIN WARDS 1-6,ST. CROIX,ST. CROIX - VILLAGE OF BALDWIN WARDS 1-6,55109120801,0.8416179337231969
VILLAGE OF BALDWIN WARDS 1-6,ST. CROIX,ST. CROIX - VILLAGE OF BALDWIN WARDS 1-6,55109120802,0.15838206627680312
VILLAGE OF DEER PARK WARD 1,ST. CROIX,ST. CROIX - VILLAGE OF DEER PARK WARD 1,55109120602,1
VILLAGE OF HAMMOND WARDS 1-4,ST. CROIX,ST. CROIX - VILLAGE OF HAMMOND WARDS 1-4,55109121000,1
VILLAGE OF NORTH HUDSON WARDS 1-6,ST. CROIX,ST. CROIX - VILLAGE OF NORTH HUDSON WARDS 1-6,55109120300,1
VILLAGE OF ROBERTS WARDS 1-4,ST. CROIX,ST. CROIX - VILLAGE OF ROBERTS WARDS 1-4,55109121000,1
VILLAGE OF SOMERSET WARDS 1-4,ST. CROIX,ST. CROIX - VILLAGE OF SOMERSET WARDS 1-4,55109120401,1
VILLAGE OF SPRING VALLEY WARD 3,ST. CROIX,ST. CROIX - VILLAGE OF SPRING VALLEY WARD 3,55109120700,1
VILLAGE OF STAR PRAIRIE WARD 1,ST. CROIX,ST. CROIX - VILLAGE OF STAR PRAIRIE WARD 1,55109120602,1
VILLAGE OF WILSON WARD 1,ST. CROIX,ST. CROIX - VILLAGE OF WILSON WARD 1,55109120700,1
VILLAGE OF WOODVILLE WARDS 1-2,ST. CROIX,ST. CROIX - VILLAGE OF WOODVILLE WARDS 1-2,55109120802,1
CITY OF MEDFORD WARDS 1-9,TAYLOR,TAYLOR - CITY OF MEDFORD WARDS 1-9,55119960400,0.35600206079340546
CITY OF MEDFORD WARDS 1-9,TAYLOR,TAYLOR - CITY OF MEDFORD WARDS 1-9,55119960500,0.6419371458011335
CITY OF MEDFORD WARDS 1-9,TAYLOR,TAYLOR - CITY OF MEDFORD WARDS 1-9,55119960600,0.0020607934054611026
TOWN OF AURORA WARD 1,TAYLOR,TAYLOR - TOWN OF AURORA WARD 1,55119960300,1
TOWN OF BROWNING WARD 1,TAYLOR,TAYLOR - TOWN OF BROWNING WARD 1,55119960100,1
TOWN OF CHELSEA WARD 1,TAYLOR,TAYLOR - TOWN OF CHELSEA WARD 1,55119960100,0.16666666666666666
TOWN OF CHELSEA WARD 1,TAYLOR,TAYLOR - TOWN OF CHELSEA WARD 1,55119960200,0.8333333333333334
TOWN OF CLEVELAND WARD 1,TAYLOR,TAYLOR - TOWN OF CLEVELAND WARD 1,55119960200,0.1276595744680851
TOWN OF CLEVELAND WARD 1,TAYLOR,TAYLOR - TOWN OF CLEVELAND WARD 1,55119960300,0.8723404255319149
TOWN OF DEER CREEK WARD 1,TAYLOR,TAYLOR - TOWN OF DEER CREEK WARD 1,55119960600,1
TOWN OF FORD WARD 1,TAYLOR,TAYLOR - TOWN OF FORD WARD 1,55119960300,1
TOWN OF GOODRICH WARD 1,TAYLOR,TAYLOR - TOWN OF GOODRICH WARD 1,55119960100,1
TOWN OF GREENWOOD WARD 1,TAYLOR,TAYLOR - TOWN OF GREENWOOD WARD 1,55119960100,1
TOWN OF GROVER WARD 1,TAYLOR,TAYLOR - TOWN OF GROVER WARD 1,55119960200,0.9032258064516129
TOWN OF GROVER WARD 1,TAYLOR,TAYLOR - TOWN OF GROVER WARD 1,55119960300,0.0967741935483871
TOWN OF HAMMEL WARDS 1-2,TAYLOR,TAYLOR - TOWN OF HAMMEL WARDS 1-2,55119960400,1
TOWN OF HOLWAY WARD 1,TAYLOR,TAYLOR - TOWN OF HOLWAY WARD 1,55119960600,1
TOWN OF JUMP RIVER WARD 1,TAYLOR,TAYLOR - TOWN OF JUMP RIVER WARD 1,55119960200,1
TOWN OF LITTLE BLACK WARDS 1-2,TAYLOR,TAYLOR - TOWN OF LITTLE BLACK WARDS 1-2,55119960600,1
TOWN OF MAPLEHURST WARD 1,TAYLOR,TAYLOR - TOWN OF MAPLEHURST WARD 1,55119960300,1
TOWN OF MCKINLEY WARD 1,TAYLOR,TAYLOR - TOWN OF MCKINLEY WARD 1,55119960200,0.7478632478632479
TOWN OF MCKINLEY WARD 1,TAYLOR,TAYLOR - TOWN OF MCKINLEY WARD 1,55119960300,0.25213675213675213
TOWN OF MEDFORD WARDS 1-3,TAYLOR,TAYLOR - TOWN OF MEDFORD WARDS 1-3,55119960400,0.9752281616688396
TOWN OF MEDFORD WARDS 1-3,TAYLOR,TAYLOR - TOWN OF MEDFORD WARDS 1-3,55119960500,0.024771838331160364
TOWN OF MOLITOR WARD 1,TAYLOR,TAYLOR - TOWN OF MOLITOR WARD 1,55119960200,1
TOWN OF PERSHING WARD 1,TAYLOR,TAYLOR - TOWN OF PERSHING WARD 1,55119960300,1
TOWN OF RIB LAKE WARDS 1-2,TAYLOR,TAYLOR - TOWN OF RIB LAKE WARDS 1-2,55119960100,1
TOWN OF ROOSEVELT WARD 1,TAYLOR,TAYLOR - TOWN OF ROOSEVELT WARD 1,55119960300,1
TOWN OF TAFT WARD 1,TAYLOR,TAYLOR - TOWN OF TAFT WARD 1,55119960300,1
TOWN OF WESTBORO WARD 1,TAYLOR,TAYLOR - TOWN OF WESTBORO WARD 1,55119960100,0.48337028824833705
TOWN OF WESTBORO WARD 1,TAYLOR,TAYLOR - TOWN OF WESTBORO WARD 1,55119960200,0.516629711751663
VILLAGE OF GILMAN WARD 1,TAYLOR,TAYLOR - VILLAGE OF GILMAN WARD 1,55119960300,1
VILLAGE OF LUBLIN WARD 1,TAYLOR,TAYLOR - VILLAGE OF LUBLIN WARD 1,55119960300,1
VILLAGE OF RIB LAKE WARD 1,TAYLOR,TAYLOR - VILLAGE OF RIB LAKE WARD 1,55119960100,1
VILLAGE OF STETSONVILLE WARD 1,TAYLOR,TAYLOR - VILLAGE OF STETSONVILLE WARD 1,55119960600,1
CITY OF ARCADIA WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF ARCADIA WARDS 1-3,55121100600,1
CITY OF BLAIR WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF BLAIR WARDS 1-3,55121100400,0.0035149384885764497
CITY OF BLAIR WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF BLAIR WARDS 1-3,55121100500,0.9964850615114236
CITY OF GALESVILLE WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF GALESVILLE WARDS 1-3,55121100800,1
CITY OF INDEPENDENCE WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF INDEPENDENCE WARDS 1-3,55121100300,1
CITY OF OSSEO WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF OSSEO WARDS 1-3,55121100100,1
CITY OF WHITEHALL WARDS 1-3,TREMPEALEAU,TREMPEALEAU - CITY OF WHITEHALL WARDS 1-3,55121100400,1
TOWN OF ALBION WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF ALBION WARDS 1-2,55121100200,1
TOWN OF ARCADIA WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF ARCADIA WARDS 1-4,55121100300,0.33059548254620125
TOWN OF ARCADIA WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF ARCADIA WARDS 1-4,55121100400,0.001026694045174538
TOWN OF ARCADIA WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF ARCADIA WARDS 1-4,55121100500,0.045174537987679675
TOWN OF ARCADIA WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF ARCADIA WARDS 1-4,55121100600,0.608829568788501
TOWN OF ARCADIA WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF ARCADIA WARDS 1-4,55121100700,0.014373716632443531
TOWN OF BURNSIDE WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF BURNSIDE WARD 1,55121100200,0.07539682539682539
TOWN OF BURNSIDE WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF BURNSIDE WARD 1,55121100300,0.9246031746031746
TOWN OF CALEDONIA WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF CALEDONIA WARD 1,55121100700,1
TOWN OF CHIMNEY ROCK WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF CHIMNEY ROCK WARD 1,55121100100,0.0457516339869281
TOWN OF CHIMNEY ROCK WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF CHIMNEY ROCK WARD 1,55121100200,0.934640522875817
TOWN OF CHIMNEY ROCK WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF CHIMNEY ROCK WARD 1,55121100300,0.0196078431372549
TOWN OF DODGE WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF DODGE WARD 1,55121100600,0.06607929515418502
TOWN OF DODGE WARD 1,TREMPEALEAU,TREMPEALEAU - TOWN OF DODGE WARD 1,55121100700,0.933920704845815
TOWN OF ETTRICK WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF ETTRICK WARDS 1-2,55121100500,0.5304798962386511
TOWN OF ETTRICK WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF ETTRICK WARDS 1-2,55121100800,0.4695201037613489
TOWN OF GALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF GALE WARDS 1-2,55121100500,0.05521472392638037
TOWN OF GALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF GALE WARDS 1-2,55121100700,0.30368098159509205
TOWN OF GALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF GALE WARDS 1-2,55121100800,0.6411042944785276
TOWN OF HALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF HALE WARDS 1-2,55121100100,0.766721044045677
TOWN OF HALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF HALE WARDS 1-2,55121100200,0.04567699836867863
TOWN OF HALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF HALE WARDS 1-2,55121100300,0.0016313213703099511
TOWN OF HALE WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF HALE WARDS 1-2,55121100400,0.1859706362153344
TOWN OF LINCOLN WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF LINCOLN WARDS 1-4,55121100300,0.16022099447513813
TOWN OF LINCOLN WARDS 1-4,TREMPEALEAU,TREMPEALEAU - TOWN OF LINCOLN WARDS 1-4,55121100400,0.8397790055248618
TOWN OF PIGEON WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF PIGEON WARDS 1-2,55121100400,0.9949367088607595
TOWN OF PIGEON WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF PIGEON WARDS 1-2,55121100500,0.005063291139240506
TOWN OF PRESTON WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF PRESTON WARDS 1-3,55121100300,0.030303030303030304
TOWN OF PRESTON WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF PRESTON WARDS 1-3,55121100400,0.11188811188811189
TOWN OF PRESTON WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF PRESTON WARDS 1-3,55121100500,0.8578088578088578
TOWN OF SUMNER WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF SUMNER WARDS 1-2,55121100100,0.9177820267686424
TOWN OF SUMNER WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF SUMNER WARDS 1-2,55121100200,0.08221797323135756
TOWN OF TREMPEALEAU WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF TREMPEALEAU WARDS 1-3,55121100600,8.319467554076539e-4
TOWN OF TREMPEALEAU WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF TREMPEALEAU WARDS 1-3,55121100700,0.9825291181364393
TOWN OF TREMPEALEAU WARDS 1-3,TREMPEALEAU,TREMPEALEAU - TOWN OF TREMPEALEAU WARDS 1-3,55121100800,0.016638935108153077
TOWN OF UNITY WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF UNITY WARDS 1-2,55121100100,0.03313253012048193
TOWN OF UNITY WARDS 1-2,TREMPEALEAU,TREMPEALEAU - TOWN OF UNITY WARDS 1-2,55121100200,0.9668674698795181
VILLAGE OF ELEVA WARD 1,TREMPEALEAU,TREMPEALEAU - VILLAGE OF ELEVA WARD 1,55121100200,1
VILLAGE OF ETTRICK WARD 1,TREMPEALEAU,TREMPEALEAU - VILLAGE OF ETTRICK WARD 1,55121100500,0.007326007326007326
VILLAGE OF ETTRICK WARD 1,TREMPEALEAU,TREMPEALEAU - VILLAGE OF ETTRICK WARD 1,55121100800,0.9926739926739927
VILLAGE OF PIGEON FALLS WARD 1,TREMPEALEAU,TREMPEALEAU - VILLAGE OF PIGEON FALLS WARD 1,55121100400,1
VILLAGE OF STRUM WARDS 1-2,TREMPEALEAU,TREMPEALEAU - VILLAGE OF STRUM WARDS 1-2,55121100200,1
VILLAGE OF TREMPEALEAU WARDS 1-2,TREMPEALEAU,TREMPEALEAU - VILLAGE OF TREMPEALEAU WARDS 1-2,55121100700,1
CITY OF HILLSBORO WARDS 1-4,VERNON,VERNON - CITY OF HILLSBORO WARDS 1-4,55123960100,1
"CITY OF VIROQUA WARDS 1,2,3,4,5,6,7,8,9",VERNON,"VERNON - CITY OF VIROQUA WARDS 1,2,3,4,5,6,7,8,9",55123960400,0.9984208448480063
"CITY OF VIROQUA WARDS 1,2,3,4,5,6,7,8,9",VERNON,"VERNON - CITY OF VIROQUA WARDS 1,2,3,4,5,6,7,8,9",55123960600,0.0015791551519936833
CITY OF WESTBY WARDS 1-5,VERNON,VERNON - CITY OF WESTBY WARDS 1-5,55123960300,1
TOWN OF BERGEN WARDS 1-3,VERNON,VERNON - TOWN OF BERGEN WARDS 1-3,55123960600,0.09626274065685164
TOWN OF BERGEN WARDS 1-3,VERNON,VERNON - TOWN OF BERGEN WARDS 1-3,55123960700,0.9037372593431483
TOWN OF CHRISTIANA WARDS 1-3,VERNON,VERNON - TOWN OF CHRISTIANA WARDS 1-3,55123960300,0.9113207547169812
TOWN OF CHRISTIANA WARDS 1-3,VERNON,VERNON - TOWN OF CHRISTIANA WARDS 1-3,55123960600,0.08867924528301886
TOWN OF CLINTON WARDS 1-2,VERNON,VERNON - TOWN OF CLINTON WARDS 1-2,55123960200,0.7878787878787878
TOWN OF CLINTON WARDS 1-2,VERNON,VERNON - TOWN OF CLINTON WARDS 1-2,55123960300,0.21212121212121213
TOWN OF COON WARDS 1-2,VERNON,VERNON - TOWN OF COON WARDS 1-2,55123960300,0.019157088122605363
TOWN OF COON WARDS 1-2,VERNON,VERNON - TOWN OF COON WARDS 1-2,55123960600,0.9808429118773946
TOWN OF FOREST WARD 1,VERNON,VERNON - TOWN OF FOREST WARD 1,55123960100,0.8979591836734694
TOWN OF FOREST WARD 1,VERNON,VERNON - TOWN OF FOREST WARD 1,55123960200,0.10204081632653061
TOWN OF FRANKLIN WARDS 1-2,VERNON,VERNON - TOWN OF FRANKLIN WARDS 1-2,55123960400,0.009868421052631578
TOWN OF FRANKLIN WARDS 1-2,VERNON,VERNON - TOWN OF FRANKLIN WARDS 1-2,55123960500,0.9901315789473685
TOWN OF GENOA WARDS 1-2,VERNON,VERNON - TOWN OF GENOA WARDS 1-2,55123960700,1
TOWN OF GREENWOOD WARD 1,VERNON,VERNON - TOWN OF GREENWOOD WARD 1,55123960100,1
TOWN OF HAMBURG WARDS 1-2,VERNON,VERNON - TOWN OF HAMBURG WARDS 1-2,55123960600,0.8617021276595744
TOWN OF HAMBURG WARDS 1-2,VERNON,VERNON - TOWN OF HAMBURG WARDS 1-2,55123960700,0.13829787234042554
TOWN OF HARMONY WARDS 1-3,VERNON,VERNON - TOWN OF HARMONY WARDS 1-3,55123960600,0.9614325068870524
TOWN OF HARMONY WARDS 1-3,VERNON,VERNON - TOWN OF HARMONY WARDS 1-3,55123960700,0.03856749311294766
TOWN OF HILLSBORO WARDS 1-3,VERNON,VERNON - TOWN OF HILLSBORO WARDS 1-3,55123960100,1
TOWN OF JEFFERSON WARDS 1-4,VERNON,VERNON - TOWN OF JEFFERSON WARDS 1-4,55123960300,0.0265625
TOWN OF JEFFERSON WARDS 1-4,VERNON,VERNON - TOWN OF JEFFERSON WARDS 1-4,55123960400,0.0625
TOWN OF JEFFERSON WARDS 1-4,VERNON,VERNON - TOWN OF JEFFERSON WARDS 1-4,55123960600,0.9109375
TOWN OF KICKAPOO WARDS 1-2,VERNON,VERNON - TOWN OF KICKAPOO WARDS 1-2,55123960500,1
TOWN OF LIBERTY WARD 1,VERNON,VERNON - TOWN OF LIBERTY WARD 1,55123960200,0.009900990099009901
TOWN OF LIBERTY WARD 1,VERNON,VERNON - TOWN OF LIBERTY WARD 1,55123960500,0.9900990099009901
TOWN OF STARK WARDS 1-2,VERNON,VERNON - TOWN OF STARK WARDS 1-2,55123960200,1
TOWN OF STERLING WARD 1,VERNON,VERNON - TOWN OF STERLING WARD 1,55123960500,0.8662207357859532
TOWN OF STERLING WARD 1,VERNON,VERNON - TOWN OF STERLING WARD 1,55123960600,0.046822742474916385
TOWN OF STERLING WARD 1,VERNON,VERNON - TOWN OF STERLING WARD 1,55123960700,0.08695652173913043
TOWN OF UNION WARDS 1-3,VERNON,VERNON - TOWN OF UNION WARDS 1-3,55123960100,0.8027522935779816
TOWN OF UNION WARDS 1-3,VERNON,VERNON - TOWN OF UNION WARDS 1-3,55123960200,0.19724770642201836
TOWN OF VIROQUA WARDS 1-4,VERNON,VERNON - TOWN OF VIROQUA WARDS 1-4,55123960300,0.5464912280701755
TOWN OF VIROQUA WARDS 1-4,VERNON,VERNON - TOWN OF VIROQUA WARDS 1-4,55123960400,0.26842105263157895
TOWN OF VIROQUA WARDS 1-4,VERNON,VERNON - TOWN OF VIROQUA WARDS 1-4,55123960500,0.18333333333333332
TOWN OF VIROQUA WARDS 1-4,VERNON,VERNON - TOWN OF VIROQUA WARDS 1-4,55123960600,0.0017543859649122807
TOWN OF WEBSTER WARDS 1-2,VERNON,VERNON - TOWN OF WEBSTER WARDS 1-2,55123960200,0.8
TOWN OF WEBSTER WARDS 1-2,VERNON,VERNON - TOWN OF WEBSTER WARDS 1-2,55123960300,0.1657142857142857
TOWN OF WEBSTER WARDS 1-2,VERNON,VERNON - TOWN OF WEBSTER WARDS 1-2,55123960500,0.03428571428571429
TOWN OF WHEATLAND WARD 1,VERNON,VERNON - TOWN OF WHEATLAND WARD 1,55123960500,0.007444168734491315
TOWN OF WHEATLAND WARD 1,VERNON,VERNON - TOWN OF WHEATLAND WARD 1,55123960700,0.9925558312655087
TOWN OF WHITESTOWN WARDS 1-2,VERNON,VERNON - TOWN OF WHITESTOWN WARDS 1-2,55123960100,0.0036363636363636364
TOWN OF WHITESTOWN WARDS 1-2,VERNON,VERNON - TOWN OF WHITESTOWN WARDS 1-2,55123960200,0.9963636363636363
VILLAGE OF CHASEBURG WARD 1,VERNON,VERNON - VILLAGE OF CHASEBURG WARD 1,55123960600,1
VILLAGE OF COON VALLEY WARD 1,VERNON,VERNON - VILLAGE OF COON VALLEY WARD 1,55123960600,1
VILLAGE OF DE SOTO WARD 1,VERNON,VERNON - VILLAGE OF DE SOTO WARD 1,55023960200,0.022727272727272728
VILLAGE OF DE SOTO WARD 1,VERNON,VERNON - VILLAGE OF DE SOTO WARD 1,55123960700,0.9772727272727273
VILLAGE OF GENOA WARD 1,VERNON,VERNON - VILLAGE OF GENOA WARD 1,55123960700,1
VILLAGE OF LA FARGE WARD 1,VERNON,VERNON - VILLAGE OF LA FARGE WARD 1,55123960200,1
VILLAGE OF ONTARIO WARD 1,VERNON,VERNON - VILLAGE OF ONTARIO WARD 1,55123960200,1
VILLAGE OF READSTOWN WARD 1,VERNON,VERNON - VILLAGE OF READSTOWN WARD 1,55123960500,1
VILLAGE OF STODDARD WARD 1,VERNON,VERNON - VILLAGE OF STODDARD WARD 1,55123960700,1
VILLAGE OF VIOLA WARD 1,VERNON,VERNON - VILLAGE OF VIOLA WARD 1,55123960500,1
CITY OF EAGLE RIVER WARDS 1-5,VILAS,VILAS - CITY OF EAGLE RIVER WARDS 1-5,55125950201,0.020771513353115726
CITY OF EAGLE RIVER WARDS 1-5,VILAS,VILAS - CITY OF EAGLE RIVER WARDS 1-5,55125950501,0.3125618199802176
CITY OF EAGLE RIVER WARDS 1-5,VILAS,VILAS - CITY OF EAGLE RIVER WARDS 1-5,55125950502,0.6666666666666666
TOWN OF ARBOR VITAE WARDS 1-7,VILAS,VILAS - TOWN OF ARBOR VITAE WARDS 1-7,55125950601,0.10247026532479414
TOWN OF ARBOR VITAE WARDS 1-7,VILAS,VILAS - TOWN OF ARBOR VITAE WARDS 1-7,55125950700,0.8975297346752058
TOWN OF BOULDER JUNCTION WARDS 1-2,VILAS,VILAS - TOWN OF BOULDER JUNCTION WARDS 1-2,55125940000,0.014002333722287048
TOWN OF BOULDER JUNCTION WARDS 1-2,VILAS,VILAS - TOWN OF BOULDER JUNCTION WARDS 1-2,55125950601,0.6826137689614936
TOWN OF BOULDER JUNCTION WARDS 1-2,VILAS,VILAS - TOWN OF BOULDER JUNCTION WARDS 1-2,55125950602,0.28588098016336055
TOWN OF BOULDER JUNCTION WARDS 1-2,VILAS,VILAS - TOWN OF BOULDER JUNCTION WARDS 1-2,55125950700,0.01750291715285881
TOWN OF CLOVERLAND WARDS 1-2,VILAS,VILAS - TOWN OF CLOVERLAND WARDS 1-2,55125950501,0.920881971465629
TOWN OF CLOVERLAND WARDS 1-2,VILAS,VILAS - TOWN OF CLOVERLAND WARDS 1-2,55125950602,0.07911802853437094
TOWN OF CONOVER WARDS 1-2,VILAS,VILAS - TOWN OF CONOVER WARDS 1-2,55125950201,0.7228541882109617
TOWN OF CONOVER WARDS 1-2,VILAS,VILAS - TOWN OF CONOVER WARDS 1-2,55125950602,0.27714581178903824
