contest,reporting_unit,candidate,votes,county,ctv,municipality
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY BROOKFIELD W21,REP ADAM NEYLON,724,WAUKESHA,C,BROOKFIELD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY BROOKFIELD W21,WRITE-IN:,1,WAUKESHA,C,BROOKFIELD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,"CITY PEWAUKEE W1-3, 11",DEM SARAH HARRISON,1208,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,"CITY PEWAUKEE W1-3, 11",REP ADAM NEYLON,2402,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,"CITY PEWAUKEE W1-3, 11",WRITE-IN:,3,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W4-7,DEM SARAH HARRISON,1256,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W4-7,REP ADAM NEYLON,2634,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W4-7,WRITE-IN:,3,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W8-10,DEM SARAH HARRISON,1270,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W8-10,REP ADAM NEYLON,2201,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY PEWAUKEE W8-10,WRITE-IN:,3,WAUKESHA,C,PEWAUKEE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W1,DEM SARAH HARRISON,258,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W1,REP ADAM NEYLON,308,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W1,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W2,DEM SARAH HARRISON,283,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W2,REP ADAM NEYLON,332,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W2,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W3,DEM SARAH HARRISON,381,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W3,REP ADAM NEYLON,409,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W3,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W4,DEM SARAH HARRISON,211,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W4,REP ADAM NEYLON,216,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W4,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W7,DEM SARAH HARRISON,367,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W7,REP ADAM NEYLON,437,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W7,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W10,DEM SARAH HARRISON,18,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W10,REP ADAM NEYLON,4,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W10,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W12,DEM SARAH HARRISON,91,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W12,REP ADAM NEYLON,100,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 15,CITY WAUKESHA W12,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE BUTLER W1-3,DEM WILLIAM WALTER,416,WAUKESHA,V,BUTLER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE BUTLER W1-3,REP DAN KNODL,593,WAUKESHA,V,BUTLER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE BUTLER W1-3,WRITE-IN:,1,WAUKESHA,V,BUTLER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,"VILLAGE LANNON W1, 2",DEM WILLIAM WALTER,466,WAUKESHA,V,LANNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,"VILLAGE LANNON W1, 2",REP DAN KNODL,862,WAUKESHA,V,LANNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,"VILLAGE LANNON W1, 2",WRITE-IN:,2,WAUKESHA,V,LANNON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W1,DEM WILLIAM WALTER,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W1,REP DAN KNODL,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W1,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W2,DEM WILLIAM WALTER,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W2,REP DAN KNODL,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W2,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W3,DEM WILLIAM WALTER,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W3,REP DAN KNODL,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W3,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W4,DEM WILLIAM WALTER,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W4,REP DAN KNODL,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W4,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W5,DEM WILLIAM WALTER,455,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W5,REP DAN KNODL,594,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W5,WRITE-IN:,2,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W6,DEM WILLIAM WALTER,431,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W6,REP DAN KNODL,553,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W6,WRITE-IN:,2,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W7,DEM WILLIAM WALTER,405,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W7,REP DAN KNODL,533,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W7,WRITE-IN:,3,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W8,DEM WILLIAM WALTER,489,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W8,REP DAN KNODL,510,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W8,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W9,DEM WILLIAM WALTER,282,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W9,REP DAN KNODL,402,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W9,WRITE-IN:,2,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W10,DEM WILLIAM WALTER,506,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W10,REP DAN KNODL,669,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W10,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W11,DEM WILLIAM WALTER,480,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W11,REP DAN KNODL,780,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W11,WRITE-IN:,3,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W12,DEM WILLIAM WALTER,351,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W12,REP DAN KNODL,506,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W12,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W13,DEM WILLIAM WALTER,427,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W13,REP DAN KNODL,628,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W13,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W14,DEM WILLIAM WALTER,416,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W14,REP DAN KNODL,618,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W14,WRITE-IN:,2,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W15,DEM WILLIAM WALTER,525,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W15,REP DAN KNODL,606,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W15,WRITE-IN:,2,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W16,DEM WILLIAM WALTER,459,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W16,REP DAN KNODL,598,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W16,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W17,DEM WILLIAM WALTER,468,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W17,REP DAN KNODL,665,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W17,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W18,DEM WILLIAM WALTER,475,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W18,REP DAN KNODL,720,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W18,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W19,DEM WILLIAM WALTER,422,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W19,REP DAN KNODL,610,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W19,WRITE-IN:,7,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W20,DEM WILLIAM WALTER,347,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W20,REP DAN KNODL,509,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W20,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W21,DEM WILLIAM WALTER,487,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W21,REP DAN KNODL,640,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W21,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W22,DEM WILLIAM WALTER,354,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W22,REP DAN KNODL,573,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W22,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W23,DEM WILLIAM WALTER,539,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W23,REP DAN KNODL,731,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W23,WRITE-IN:,4,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W24,DEM WILLIAM WALTER,463,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W24,REP DAN KNODL,714,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W24,WRITE-IN:,3,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W25,DEM WILLIAM WALTER,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W25,REP DAN KNODL,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W25,WRITE-IN:,0,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W26,DEM WILLIAM WALTER,161,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W26,REP DAN KNODL,204,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,VILLAGE MENOMONEE FALLS W26,WRITE-IN:,1,WAUKESHA,V,MENOMONEE FALLS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,CITY BROOKFIELD W22,DEM WILLIAM WALTER,0,WAUKESHA,C,BROOKFIELD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,CITY BROOKFIELD W22,REP DAN KNODL,0,WAUKESHA,C,BROOKFIELD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24,CITY BROOKFIELD W22,WRITE-IN:,0,WAUKESHA,C,BROOKFIELD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,VILLAGE WAUKESHA W1-5,DEM KEVIN REILLY,801,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,VILLAGE WAUKESHA W1-5,REP SCOTT ALLEN,1710,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,VILLAGE WAUKESHA W1-5,WRITE-IN:,3,WAUKESHA,V,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W5,DEM KEVIN REILLY,305,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W5,REP SCOTT ALLEN,341,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W5,WRITE-IN:,3,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W6,DEM KEVIN REILLY,103,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W6,REP SCOTT ALLEN,153,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W6,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W8,DEM KEVIN REILLY,291,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W8,REP SCOTT ALLEN,200,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W8,WRITE-IN:,3,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W9,DEM KEVIN REILLY,262,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W9,REP SCOTT ALLEN,228,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W9,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W11,DEM KEVIN REILLY,109,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W11,REP SCOTT ALLEN,232,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W11,WRITE-IN:,3,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W14,DEM KEVIN REILLY,266,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W14,REP SCOTT ALLEN,353,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W14,WRITE-IN:,1,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W16,DEM KEVIN REILLY,433,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W16,REP SCOTT ALLEN,601,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W16,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W17,DEM KEVIN REILLY,414,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W17,REP SCOTT ALLEN,639,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W17,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W18,DEM KEVIN REILLY,176,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W18,REP SCOTT ALLEN,304,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W18,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W19,DEM KEVIN REILLY,338,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W19,REP SCOTT ALLEN,361,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W19,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W20,DEM KEVIN REILLY,425,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W20,REP SCOTT ALLEN,574,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W20,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W21,DEM KEVIN REILLY,429,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W21,REP SCOTT ALLEN,703,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W21,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W22,DEM KEVIN REILLY,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W22,REP SCOTT ALLEN,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W22,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W23,DEM KEVIN REILLY,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W23,REP SCOTT ALLEN,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W23,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W24,DEM KEVIN REILLY,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W24,REP SCOTT ALLEN,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W24,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W25,DEM KEVIN REILLY,335,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W25,REP SCOTT ALLEN,369,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W25,WRITE-IN:,0,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W26,DEM KEVIN REILLY,441,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W26,REP SCOTT ALLEN,650,WAUKESHA,C,WAUKESHA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,CITY WAUKESHA W26,WRITE-IN:,2,WAUKESHA,C,WAUKESHA
